,index,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
8766,247555,Theft of Bicycle,2009,5,27,22,0,CAMBIE ST / W 8TH AVE,Fairview,491641.88431800005,5456823.18314
8767,247554,Theft of Bicycle,2009,5,6,15,0,CAMBIE ST / W 8TH AVE,Fairview,491641.88431800005,5456823.18314
8768,229828,Theft of Bicycle,2009,9,22,10,0,1XX KEEFER PL,Central Business District,492123.793357,5458571.84743
8769,229827,Theft of Bicycle,2009,5,30,8,40,1XX KEEFER PL,Central Business District,492123.793357,5458571.84743
8770,247553,Theft of Bicycle,2009,5,4,18,30,CAMBIE ST / W 8TH AVE,Fairview,491641.88431800005,5456823.18314
8771,247812,Theft of Bicycle,2009,6,9,23,0,CARRALL ST / E PENDER ST,Central Business District,492408.434397,5458642.803590001
8772,235395,Theft of Bicycle,2009,10,22,7,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.9233099995
8773,249936,Theft of Bicycle,2009,5,15,9,0,HOMER ST / W HASTINGS ST,Central Business District,491931.876104,5458968.12356
8774,223500,Theft of Bicycle,2009,6,19,10,0,12XX NICOLA ST,West End,489966.72860200005,5459045.45434
8775,226073,Theft of Bicycle,2009,4,23,10,0,15XX JOHNSTON ST,Fairview,490195.52283800003,5457680.18066
8776,229857,Theft of Bicycle,2009,7,12,15,30,1XX KEEFER ST,Central Business District,492579.93503,5458506.93191
8777,239509,Theft of Bicycle,2009,5,14,16,0,53XX OAK ST,Shaughnessy,490679.735121,5453810.37086
8778,231385,Theft of Bicycle,2009,7,13,21,0,21XX SALAL DR,Kitsilano,488733.306344,5456542.88205
8779,249366,Theft of Bicycle,2009,5,17,16,20,E KING EDWARD AVE / MAIN ST,Riley Park,492644.321851,5455116.019719999
8780,224694,Theft of Bicycle,2009,8,21,7,0,13XX W 7TH AVE,Fairview,490192.96946999995,5456951.03139
8781,239447,Theft of Bicycle,2009,7,20,5,0,51XX MOSS ST,Renfrew-Collingwood,496555.69706800004,5453837.57208
8782,249886,Theft of Bicycle,2009,9,12,12,0,HOMER ST / ROBSON ST,Central Business District,491498.875671,5458530.82929
8783,226617,Theft of Bicycle,2009,8,2,1,0,16XX CYPRESS ST,Kitsilano,489238.86723900004,5457586.12754
8784,226062,Theft of Bicycle,2009,7,21,13,30,15XX JOHNSTON ST,Fairview,490187.045425,5457690.04719
8785,249887,Theft of Bicycle,2009,9,28,13,4,HOMER ST / ROBSON ST,Central Business District,491498.875671,5458530.82929
8786,247121,Theft of Bicycle,2009,2,28,17,30,BURRARD ST / ROBSON ST,West End,491068.864055,5458954.91665
8787,225765,Theft of Bicycle,2009,7,11,14,10,14XX W GEORGIA ST,West End,490652.485504,5459608.89329
8788,233780,Theft of Bicycle,2009,5,4,16,19,27XX MAIN ST,Mount Pleasant,492636.325884,5456460.79291
8789,239480,Theft of Bicycle,2009,5,2,23,30,52XX SPENCER ST,Renfrew-Collingwood,497134.30930600007,5453826.55141
8790,230885,Theft of Bicycle,2009,7,27,15,0,20XX FRANKLIN ST,Grandview-Woodland,495412.74578100006,5458815.616780001
8791,230898,Theft of Bicycle,2009,5,30,17,0,20XX GRANT ST,Grandview-Woodland,495446.62449799996,5457614.956669999
8792,223469,Theft of Bicycle,2009,6,4,21,0,12XX MELVILLE ST,Central Business District,490955.326812,5459482.913869999
8793,223470,Theft of Bicycle,2009,7,25,16,0,12XX MELVILLE ST,Central Business District,490955.326812,5459482.913869999
8794,233175,Theft of Bicycle,2009,7,23,23,0,25XX W 10TH AVE,Kitsilano,488095.92179700005,5456705.43768
8795,223094,Theft of Bicycle,2009,5,24,16,0,12XX COMMERCIAL DR,Grandview-Woodland,494944.524699,5457896.42703
8796,225757,Theft of Bicycle,2009,7,13,23,0,14XX W GEORGIA ST,West End,490628.92953,5459632.79019
8797,224278,Theft of Bicycle,2009,12,8,9,52,13XX GRANVILLE ST,Central Business District,490702.749129,5458146.41708
8798,247122,Theft of Bicycle,2009,4,21,21,30,BURRARD ST / ROBSON ST,West End,491068.864055,5458954.91665
8799,224377,Theft of Bicycle,2009,10,17,10,0,13XX JERVIS ST,West End,490050.421849,5458758.0154099995
8800,223471,Theft of Bicycle,2009,8,11,0,57,12XX MELVILLE ST,Central Business District,490955.326812,5459482.913869999
8801,234566,Theft of Bicycle,2009,9,11,20,30,2XX E 11TH AVE,Mount Pleasant,492841.729363,5456479.58491
8802,244890,Theft of Bicycle,2009,9,28,19,0,8XX W 12TH AVE,Fairview,490964.095097,5456434.471
8803,225746,Theft of Bicycle,2009,8,1,16,1,14XX W BROADWAY AVE,Fairview,489954.130632,5456762.411619999
8804,223478,Theft of Bicycle,2009,7,6,2,30,12XX NELSON ST,West End,490451.55076899996,5459110.27978
8805,223097,Theft of Bicycle,2009,11,9,22,2,12XX COMMERCIAL DR,Grandview-Woodland,494944.72258199996,5457907.61978
8806,238626,Theft of Bicycle,2009,4,24,13,30,4XX ABBOTT ST,Central Business District,492206.382709,5458802.57104
8807,247450,Theft of Bicycle,2009,7,13,18,10,CAMBIE ST / W 7TH AVE,Fairview,491643.105684,5456918.36555
8808,250210,Theft of Bicycle,2009,7,12,14,0,LAUREL ST / W BROADWAY AVE,Fairview,490965.417784,5456741.28583
8809,236109,Theft of Bicycle,2009,8,14,18,0,35XX NAPLES WAY,Killarney,497893.739204,5450663.12881
8810,225080,Theft of Bicycle,2009,8,29,16,45,14XX CARTWRIGHT ST,Fairview,490107.725308,5457538.931340001
8811,225079,Theft of Bicycle,2009,4,25,15,0,14XX CARTWRIGHT ST,Fairview,490107.725308,5457538.931340001
8812,227441,Theft of Bicycle,2009,1,12,19,0,16XX W 7TH AVE,Fairview,489612.080761,5456965.95656
8813,222491,Theft of Bicycle,2009,9,10,18,40,11XX QUEBEC ST,Central Business District,492589.448508,5458017.441219999
8814,228420,Theft of Bicycle,2009,11,16,0,0,18XX GRAVELEY ST,Grandview-Woodland,495127.721004,5457532.4704599995
8815,245689,Theft of Bicycle,2009,6,17,15,33,9XX DAVIE ST,Central Business District,490654.496584,5458445.24292
8816,248701,Theft of Bicycle,2009,8,19,18,30,DUNSMUIR ST / HAMILTON ST,Central Business District,491817.32592299994,5458710.3096
8817,222811,Theft of Bicycle,2009,10,29,18,0,11XX W PENDER ST,Central Business District,491056.056847,5459502.07684
8818,236096,Theft of Bicycle,2009,8,14,23,0,35XX KINGSWAY AVE,Renfrew-Collingwood,497991.874841,5453264.91763
8819,222810,Theft of Bicycle,2009,8,12,0,0,11XX W PENDER ST,Central Business District,491056.056847,5459502.07684
8820,224099,Theft of Bicycle,2009,7,21,18,0,13XX CARTWRIGHT ST,Fairview,490272.10770200007,5457451.2753
8821,224098,Theft of Bicycle,2009,5,9,14,20,13XX CARTWRIGHT ST,Fairview,490272.10770200007,5457451.2753
8822,224097,Theft of Bicycle,2009,4,27,10,0,13XX CARTWRIGHT ST,Fairview,490272.10770200007,5457451.2753
8823,251223,Theft of Bicycle,2009,3,28,0,0,X NK_LOC ST,,492757.48676000006,5458792.46897
8824,236094,Theft of Bicycle,2009,4,18,10,0,35XX HUMMINGBIRD PL,Killarney,498037.115929,5451109.45663
8825,251224,Theft of Bicycle,2009,5,9,21,30,X NK_LOC ST,,492757.48676000006,5458792.46897
8826,242708,Theft of Bicycle,2009,4,10,16,0,77XX MUNROE CRES,Killarney,497075.321763,5451233.02652
8827,245696,Theft of Bicycle,2009,5,10,23,0,9XX DENMAN ST,West End,489966.633061,5459687.11784
8828,232590,Theft of Bicycle,2009,4,9,11,0,24XX ALMA ST,Kitsilano,486482.924557,5456909.49766
8829,227454,Theft of Bicycle,2009,7,23,18,0,16XX W 8TH AVE,Fairview,489603.571084,5456882.6484900005
8830,248306,Theft of Bicycle,2009,7,24,19,20,CYPRESS ST / W 2ND AVE,Kitsilano,489240.196846,5457462.2748300005
8831,228397,Theft of Bicycle,2009,11,10,8,0,18XX FRANCES ST,Grandview-Woodland,495098.57806499995,5458515.964480001
8832,227456,Theft of Bicycle,2009,7,1,8,0,16XX W 8TH AVE,Fairview,489615.64068199997,5456882.394640001
8833,227458,Theft of Bicycle,2009,8,24,19,30,16XX W 8TH AVE,Fairview,489679.00604099996,5456881.06196
8834,234229,Theft of Bicycle,2009,2,13,17,57,29XX RUPERT ST,Renfrew-Collingwood,497551.557399,5456205.48371
8835,250514,Theft of Bicycle,2009,5,3,23,0,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.971858,5455182.0390800005
8836,222817,Theft of Bicycle,2009,8,21,14,14,11XX W PENDER ST,Central Business District,491111.16118100006,5459477.02879
8837,227432,Theft of Bicycle,2009,9,7,18,0,16XX W 68TH AVE,Marpole,489476.568287,5450879.31657
8838,250506,Theft of Bicycle,2009,7,19,18,0,OAK ST / W 6TH AVE,Fairview,490794.450232,5457034.03699
8839,247180,Theft of Bicycle,2009,7,30,18,0,BURRARD ST / W 15TH AVE,Fairview,489378.480654,5456158.07351
8840,247330,Theft of Bicycle,2009,8,13,13,0,CAMBIE ST / NELSON ST,Central Business District,491405.18112799997,5458158.274619999
8841,236160,Theft of Bicycle,2009,9,2,1,41,35XX W 20TH AVE,Dunbar-Southlands,486649.42767299997,5455787.88662
8842,228486,Theft of Bicycle,2009,9,21,23,0,18XX NELSON ST,West End,489862.741387,5459684.40555
8843,228485,Theft of Bicycle,2009,8,2,23,0,18XX NELSON ST,West End,489862.741387,5459684.40555
8844,242761,Theft of Bicycle,2009,8,10,13,0,7X W HASTINGS ST,Central Business District,492259.036767,5458790.564130001
8845,248293,Theft of Bicycle,2009,5,29,17,18,CYPRESS ST / OGDEN AVE,Kitsilano,489261.030644,5458240.38604
8846,228476,Theft of Bicycle,2009,9,23,13,8,18XX MORTON AVE,West End,489679.256303,5459482.27131
8847,234242,Theft of Bicycle,2009,8,9,20,0,29XX VICTORIA DR,Kensington-Cedar Cottage,495203.70919399994,5456153.1193
8848,222469,Theft of Bicycle,2009,8,22,15,0,11XX PACIFIC ST,West End,490203.160922,5458410.83325
8849,236147,Theft of Bicycle,2009,9,5,17,0,35XX W 12TH AVE,Kitsilano,486672.230574,5456551.77045
8850,250736,Theft of Bicycle,2009,8,30,21,0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.632312,5458792.375990001
8851,248739,Theft of Bicycle,2009,9,15,21,30,DUNSMUIR ST / HOWE ST,Central Business District,491464.14569300006,5459064.7482
8852,248738,Theft of Bicycle,2009,8,22,17,20,DUNSMUIR ST / HOWE ST,Central Business District,491464.14569300006,5459064.7482
8853,251225,Theft of Bicycle,2009,6,28,14,30,X NK_LOC ST,,492757.48676000006,5458792.46897
8854,241278,Theft of Bicycle,2009,8,19,15,0,62XX KILLARNEY ST,Killarney,496685.31717399997,5452639.50786
8855,248736,Theft of Bicycle,2009,5,14,12,13,DUNSMUIR ST / HOWE ST,Central Business District,491464.14569300006,5459064.7482
8856,234240,Theft of Bicycle,2009,4,13,13,5,29XX VENABLES ST,Hastings-Sunrise,496945.425952,5458191.14347
8857,248296,Theft of Bicycle,2009,8,8,11,0,CYPRESS ST / W 1ST AVE,Kitsilano,489242.715682,5457559.90015
8858,232549,Theft of Bicycle,2009,2,15,22,0,23XX W 7TH AVE,Kitsilano,488465.13401700003,5456996.713819999
8859,228448,Theft of Bicycle,2009,3,8,0,0,18XX HARO ST,West End,490043.115431,5459812.59432
8860,248726,Theft of Bicycle,2009,7,17,12,45,DUNSMUIR ST / HORNBY ST,Central Business District,491393.39770900004,5459134.04022
8861,245674,Theft of Bicycle,2009,6,13,12,0,9XX COOPERAGE WAY,Central Business District,491699.04938000004,5457898.68157
8862,236140,Theft of Bicycle,2009,8,20,14,0,35XX W 10TH AVE,Kitsilano,486710.89774499997,5456761.64267
8863,241306,Theft of Bicycle,2009,7,30,8,0,63XX MAPLE ST,Kerrisdale,488917.456795,5452860.05485
8864,224543,Theft of Bicycle,2009,12,1,20,30,13XX RENFREW ST,Hastings-Sunrise,496782.915115,5457795.25249
8865,236131,Theft of Bicycle,2009,5,5,16,42,35XX TURNER ST,Hastings-Sunrise,498064.31615699996,5458483.39681
8866,236128,Theft of Bicycle,2009,10,22,21,0,35XX TOLBOOTH,Killarney,497914.929551,5451115.38591
8867,228437,Theft of Bicycle,2009,5,27,16,45,18XX HARO ST,West End,489991.834424,5459876.627830001
8868,222216,Theft of Bicycle,2009,6,30,15,0,11XX HORNBY ST,Central Business District,490697.45097,5458424.73869
8869,220969,Theft of Bicycle,2009,5,20,13,16,10XX EXPO BLVD,Central Business District,491544.515681,5458009.74245
8870,223695,Theft of Bicycle,2009,9,4,15,0,12XX W 26TH AVE,Shaughnessy,490339.345008,5455055.35399
8871,248667,Theft of Bicycle,2009,9,21,15,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.597467,5458993.221480001
8872,232646,Theft of Bicycle,2009,2,8,1,5,24XX CYPRESS ST,Kitsilano,489229.03138400003,5456861.41521
8873,245742,Theft of Bicycle,2009,7,20,18,50,9XX E 37TH AVE,Kensington-Cedar Cottage,493803.73046800005,5453745.45022
8874,242625,Theft of Bicycle,2009,12,31,21,0,71XX VICTORIA DR,Victoria-Fraserview,495205.07880600006,5451810.20852
8875,228316,Theft of Bicycle,2009,10,24,18,0,18XX E 8TH AVE,Grandview-Woodland,495189.363654,5456717.49634
8876,248354,Theft of Bicycle,2009,8,5,1,0,DAVIE ST / DENMAN ST,West End,489686.548715,5459400.70869
8877,250539,Theft of Bicycle,2009,6,26,18,48,ONTARIO ST / W BROADWAY AVE,Mount Pleasant,492368.857094,5456699.83911
8878,245760,Theft of Bicycle,2009,8,19,5,25,9XX E BROADWAY AVE,Mount Pleasant,493899.541726,5456639.18658
8879,250543,Theft of Bicycle,2009,5,3,6,0,PACIFIC BLVD / QUEBEC ST,Central Business District,492526.25164399995,5458182.77295
8880,248355,Theft of Bicycle,2009,8,11,20,0,DAVIE ST / DENMAN ST,West End,489686.548715,5459400.70869
8881,247307,Theft of Bicycle,2009,8,23,11,30,BUTE ST / W GEORGIA ST,West End,490885.84471000003,5459383.65909
8882,245768,Theft of Bicycle,2009,11,10,16,30,9XX E HASTINGS ST,Strathcona,493841.354001,5458706.54607
8883,245772,Theft of Bicycle,2009,5,19,15,0,9XX E HASTINGS ST,Strathcona,493872.31333800004,5458696.2668
8884,222540,Theft of Bicycle,2009,11,1,19,0,11XX ROSE ST,Grandview-Woodland,495430.022486,5457947.95966
8885,247306,Theft of Bicycle,2009,5,26,23,15,BUTE ST / W GEORGIA ST,West End,490885.84471000003,5459383.65909
8886,245794,Theft of Bicycle,2009,9,7,19,15,9XX EXPO BLVD,Central Business District,491614.37329099997,5458083.27543
8887,220924,Theft of Bicycle,2009,3,24,22,0,10XX E 59TH AVE,Sunset,493798.73329799995,5451528.51574
8888,232679,Theft of Bicycle,2009,2,21,5,30,24XX E BROADWAY AVE,Renfrew-Collingwood,495910.677707,5456587.03166
8889,245811,Theft of Bicycle,2009,8,3,23,30,9XX GILFORD ST,West End,489806.064489,5459753.77636
8890,235249,Theft of Bicycle,2009,9,6,22,0,30XX NANAIMO ST,Renfrew-Collingwood,495884.53021800006,5456025.38895
8891,232692,Theft of Bicycle,2009,6,17,15,30,24XX E HASTINGS ST,Hastings-Sunrise,495934.01424799993,5458718.7325
8892,247294,Theft of Bicycle,2009,7,30,20,57,BUTE ST / ROBSON ST,West End,490767.24489300005,5459254.5984
8893,241508,Theft of Bicycle,2009,5,8,18,55,6XX ABBOTT ST,Central Business District,492175.58635600004,5458454.527980001
8894,241509,Theft of Bicycle,2009,5,15,17,45,6XX ABBOTT ST,Central Business District,492175.58635600004,5458454.527980001
8895,241510,Theft of Bicycle,2009,12,25,16,48,6XX ABBOTT ST,Central Business District,492175.58635600004,5458454.527980001
8896,222772,Theft of Bicycle,2009,8,24,17,0,11XX W HASTINGS ST,Central Business District,491130.28342600004,5459548.24677
8897,245839,Theft of Bicycle,2009,8,9,15,30,9XX HAMILTON ST,Central Business District,491348.24246899993,5458288.591019999
8898,235952,Theft of Bicycle,2009,11,17,19,0,34XX PANDORA ST,Hastings-Sunrise,497869.78427299997,5458907.1163
8899,241477,Theft of Bicycle,2009,9,13,16,0,6X W CORDOVA ST,Central Business District,492301.01883,5458898.0096
8900,248353,Theft of Bicycle,2009,7,26,15,0,DAVIE ST / DENMAN ST,West End,489686.548715,5459400.70869
8901,248352,Theft of Bicycle,2009,4,16,18,0,DAVIE ST / DENMAN ST,West End,489686.548715,5459400.70869
8902,225042,Theft of Bicycle,2009,10,1,21,30,14XX BARCLAY ST,West End,490342.828399,5459363.47555
8903,220945,Theft of Bicycle,2009,3,25,0,0,10XX E BROADWAY AVE,Mount Pleasant,493996.305208,5456628.74335
8904,234211,Theft of Bicycle,2009,8,15,1,0,29XX ONTARIO ST,Mount Pleasant,492360.212817,5456278.50028
8905,248313,Theft of Bicycle,2009,2,24,23,0,CYPRESS ST / W 4TH AVE,Kitsilano,489234.738975,5457264.32361
8906,248314,Theft of Bicycle,2009,7,29,18,45,CYPRESS ST / W 4TH AVE,Kitsilano,489234.738975,5457264.32361
8907,248315,Theft of Bicycle,2009,10,22,7,30,CYPRESS ST / W 4TH AVE,Kitsilano,489234.738975,5457264.32361
8908,224096,Theft of Bicycle,2009,4,19,12,51,13XX CARTWRIGHT ST,Fairview,490272.10770200007,5457451.2753
8909,241411,Theft of Bicycle,2009,6,12,14,0,68XX MAIN ST,Sunset,492597.57283900003,5452219.42022
8910,228366,Theft of Bicycle,2009,7,19,10,3,18XX E PENDER ST,Grandview-Woodland,495103.376601,5458608.78921
8911,222512,Theft of Bicycle,2009,7,10,0,0,11XX RICHARDS ST,Central Business District,490981.51697399997,5458146.72555
8912,227483,Theft of Bicycle,2009,8,21,18,53,16XX WHYTE AVE,Kitsilano,489689.13036300003,5458138.3988
8913,222513,Theft of Bicycle,2009,10,13,1,0,11XX RICHARDS ST,Central Business District,490981.51697399997,5458146.72555
8914,250735,Theft of Bicycle,2009,7,15,18,0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.632312,5458792.375990001
8915,220941,Theft of Bicycle,2009,8,29,23,0,10XX E BROADWAY AVE,Mount Pleasant,493949.964472,5456638.53251
8916,245701,Theft of Bicycle,2009,4,25,20,0,9XX DENMAN ST,West End,490033.83023900003,5459742.73736
8917,232616,Theft of Bicycle,2009,10,4,16,0,24XX CAMBIE ST,Mount Pleasant,491655.27691099996,5456809.30015
8918,251226,Theft of Bicycle,2009,7,2,10,40,X NK_LOC ST,,492757.48676000006,5458792.46897
8919,251227,Theft of Bicycle,2009,7,25,15,45,X NK_LOC ST,,492757.48676000006,5458792.46897
8920,236051,Theft of Bicycle,2009,6,10,15,0,35XX CORNETT RD,Renfrew-Collingwood,497962.981542,5456497.569180001
8921,232625,Theft of Bicycle,2009,11,7,21,0,24XX CAROLINA ST,Mount Pleasant,493381.69578999997,5456728.66687
8922,251228,Theft of Bicycle,2009,8,23,15,0,X NK_LOC ST,,492757.48676000006,5458792.46897
8923,234045,Theft of Bicycle,2009,7,10,21,0,28XX W 13TH AVE,Kitsilano,487653.236854,5456423.96475
8924,246350,Theft of Bicycle,2009,5,4,12,0,9XX W HASTINGS ST,Central Business District,491501.385561,5459388.08971
8925,250528,Theft of Bicycle,2009,9,21,20,30,ONTARIO ST / W 33RD AVE,Riley Park,492330.691668,5454205.4748599995
8926,250734,Theft of Bicycle,2009,5,16,15,0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.632312,5458792.375990001
8927,227504,Theft of Bicycle,2009,4,27,17,20,17XX ALBERNI ST,West End,490302.103845,5459879.1654199995
8928,236029,Theft of Bicycle,2009,9,11,21,0,34XX W BROADWAY AVE,Kitsilano,486866.081228,5456855.61792
8929,234047,Theft of Bicycle,2009,12,25,23,17,28XX W 14TH AVE,Kitsilano,487685.60656899994,5456333.21581
8930,251229,Theft of Bicycle,2009,8,28,20,0,X NK_LOC ST,,492757.48676000006,5458792.46897
8931,220940,Theft of Bicycle,2009,8,28,18,0,10XX E BROADWAY AVE,Mount Pleasant,493949.964472,5456638.53251
8932,251230,Theft of Bicycle,2009,11,17,11,0,X NK_LOC ST,,492757.48676000006,5458792.46897
8933,220970,Theft of Bicycle,2009,7,18,22,22,10XX EXPO BLVD,Central Business District,491544.515681,5458009.74245
8934,220971,Theft of Bicycle,2009,8,24,19,4,10XX EXPO BLVD,Central Business District,491544.515681,5458009.74245
8935,246373,Theft of Bicycle,2009,10,27,19,0,ABBOTT ST / EXPO BLVD,Central Business District,492170.87196099997,5458437.7708
8936,242830,Theft of Bicycle,2009,6,28,11,52,7XX DAVIE ST,Central Business District,490789.07823900005,5458299.69648
8937,241078,Theft of Bicycle,2009,4,29,16,30,5XX W HASTINGS ST,Central Business District,491827.082997,5459079.54525
8938,222403,Theft of Bicycle,2009,9,17,14,0,11XX MELVILLE ST,Central Business District,491109.33970699995,5459333.8457
8939,241079,Theft of Bicycle,2009,5,12,18,30,5XX W HASTINGS ST,Central Business District,491827.082997,5459079.54525
8940,221009,Theft of Bicycle,2009,8,15,13,0,10XX GILFORD ST,West End,489790.082266,5459725.22842
8941,241080,Theft of Bicycle,2009,5,14,14,30,5XX W HASTINGS ST,Central Business District,491827.082997,5459079.54525
8942,248214,Theft of Bicycle,2009,7,2,9,0,COMMERCIAL DR / VENABLES ST,Grandview-Woodland,494874.86015699996,5458215.37918
8943,241081,Theft of Bicycle,2009,7,21,16,30,5XX W HASTINGS ST,Central Business District,491827.082997,5459079.54525
8944,241082,Theft of Bicycle,2009,8,31,17,31,5XX W HASTINGS ST,Central Business District,491827.082997,5459079.54525
8945,250438,Theft of Bicycle,2009,4,30,22,30,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.78404
8946,236278,Theft of Bicycle,2009,1,31,1,30,36XX ONTARIO ST,Riley Park,492374.888566,5455493.03972
8947,250439,Theft of Bicycle,2009,7,5,18,15,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.78404
8948,234276,Theft of Bicycle,2009,5,17,19,30,29XX W 38TH AVE,Dunbar-Southlands,487435.45858000003,5453876.4766
8949,236269,Theft of Bicycle,2009,8,20,18,0,36XX MAIN ST,Riley Park,492650.03879399993,5455519.07648
8950,248817,Theft of Bicycle,2009,5,17,16,30,DURANLEAU ST / JOHNSTON ST,Fairview,490111.931246,5457774.95185
8951,250440,Theft of Bicycle,2009,9,14,17,45,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.78404
8952,246887,Theft of Bicycle,2009,6,26,23,0,BEATTY ST / ROBSON ST,Central Business District,491710.822032,5458320.970840001
8953,232443,Theft of Bicycle,2009,9,29,21,0,23XX VICTORIA DR,Grandview-Woodland,495203.03434899997,5456806.77532
8954,248222,Theft of Bicycle,2009,9,1,16,15,COMMERCIAL ST / E 38TH AVE,Kensington-Cedar Cottage,495002.990061,5453612.46669
8955,246895,Theft of Bicycle,2009,4,3,20,0,BEATTY ST / SMITHE ST,Central Business District,491593.445334,5458204.37518
8956,241116,Theft of Bicycle,2009,2,24,17,0,5XX W HASTINGS ST,Central Business District,491848.395551,5459045.24262
8957,241117,Theft of Bicycle,2009,7,28,13,45,5XX W HASTINGS ST,Central Business District,491848.395551,5459045.24262
8958,234271,Theft of Bicycle,2009,8,8,18,0,29XX W 34TH AVE,Dunbar-Southlands,487502.538347,5454305.9614699995
8959,222408,Theft of Bicycle,2009,5,24,22,7,11XX MELVILLE ST,Central Business District,491117.69309399993,5459313.04039
8960,228593,Theft of Bicycle,2009,5,25,8,15,18XX STEPHENS ST,Kitsilano,487906.05218299996,5457464.57528
8961,228591,Theft of Bicycle,2009,4,8,17,0,18XX STAINSBURY AVE,Kensington-Cedar Cottage,495140.05408900004,5455472.2740400005
8962,232411,Theft of Bicycle,2009,9,12,12,0,23XX OXFORD ST,Grandview-Woodland,495827.45338599995,5459213.71676
8963,222889,Theft of Bicycle,2009,9,20,17,0,12XX BARCLAY ST,West End,490567.84965,5459142.59777
8964,233368,Theft of Bicycle,2009,10,19,8,30,26XX E BROADWAY AVE,Renfrew-Collingwood,496210.84343,5456579.19988
8965,248203,Theft of Bicycle,2009,3,8,13,30,COMMERCIAL DR / NAPIER ST,Grandview-Woodland,494941.32361099997,5458014.17654
8966,242874,Theft of Bicycle,2009,5,18,12,35,7XX DUNSMUIR ST,Central Business District,491485.389051,5459049.95175
8967,222378,Theft of Bicycle,2009,5,13,9,0,11XX MELVILLE ST,Central Business District,491003.41644799995,5459436.32806
8968,222379,Theft of Bicycle,2009,8,19,11,33,11XX MELVILLE ST,Central Business District,491012.24338999996,5459427.78786
8969,245520,Theft of Bicycle,2009,4,24,11,15,9XX BUTE ST,West End,490543.764391,5459042.8336
8970,246393,Theft of Bicycle,2009,6,8,13,0,ABBOTT ST / KEEFER PL,Central Business District,492171.87699200003,5458556.18856
8971,232363,Theft of Bicycle,2009,7,22,23,50,23XX GRANT ST,Grandview-Woodland,495854.215908,5457610.39039
8972,232369,Theft of Bicycle,2009,5,20,15,50,23XX GUELPH ST,Mount Pleasant,493100.211993,5456862.92655
8973,241016,Theft of Bicycle,2009,9,21,17,40,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
8974,236351,Theft of Bicycle,2009,8,21,16,8,36XX W 4TH AVE,Kitsilano,486633.17274799995,5457325.62479
8975,221043,Theft of Bicycle,2009,8,9,15,30,10XX GRANVILLE ST,Central Business District,491048.51417,5458497.920580001
8976,245531,Theft of Bicycle,2009,8,11,18,0,9XX CAMBIE ST,Central Business District,491475.42755600007,5458216.77314
8977,232377,Theft of Bicycle,2009,10,25,17,15,23XX LAUREL ST,Fairview,490973.68753,5456873.53949
8978,241026,Theft of Bicycle,2009,8,21,16,30,5XX W BROADWAY AVE,Fairview,491628.866408,5456718.0587
8979,242804,Theft of Bicycle,2009,7,29,14,0,7XX CAMBIE ST,Central Business District,491701.771348,5458447.47278
8980,246392,Theft of Bicycle,2009,5,7,8,30,ABBOTT ST / KEEFER PL,Central Business District,492171.87699200003,5458556.18856
8981,221027,Theft of Bicycle,2009,8,20,1,0,10XX GRANVILLE ST,Central Business District,491016.83359399997,5458478.60786
8982,233247,Theft of Bicycle,2009,8,18,22,0,25XX W BROADWAY AVE,Kitsilano,488110.384984,5456822.55586
8983,223650,Theft of Bicycle,2009,2,26,17,15,12XX W 11TH AVE,Fairview,490327.26683100004,5456551.7468
8984,236335,Theft of Bicycle,2009,9,8,21,0,36XX W 28TH AVE,Dunbar-Southlands,486437.587918,5454949.81951
8985,247033,Theft of Bicycle,2009,6,20,19,20,BURRARD ST / DAVIE ST,West End,490604.148463,5458488.32844
8986,222392,Theft of Bicycle,2009,4,17,0,0,11XX MELVILLE ST,Central Business District,491020.59677299997,5459406.98255
8987,242848,Theft of Bicycle,2009,2,18,10,0,7XX DENMAN ST,West End,490219.505413,5459932.54273
8988,247358,Theft of Bicycle,2009,5,23,15,0,CAMBIE ST / W 10TH AVE,Fairview,491634.88868100004,5456614.88236
8989,250423,Theft of Bicycle,2009,8,20,17,0,MAPLE ST / W 4TH AVE,Kitsilano,489059.297875,5457268.74973
8990,225183,Theft of Bicycle,2009,8,24,16,0,14XX E 10TH AVE,Kensington-Cedar Cottage,494502.81379399996,5456513.61386
8991,236318,Theft of Bicycle,2009,8,22,17,0,36XX W 16TH AVE,Kitsilano,486507.22943400004,5456159.6227400005
8992,242843,Theft of Bicycle,2009,7,20,19,20,7XX DENMAN ST,West End,490177.685222,5459890.36108
8993,248202,Theft of Bicycle,2009,1,15,15,0,COMMERCIAL DR / NAPIER ST,Grandview-Woodland,494941.32361099997,5458014.17654
