TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,LAT,LON,DATETIME
Theft of Bicycle,2006,8,30,11,0,17XX E BROADWAY AVE,Kensington-Cedar Cottage,49.2622842886429,-123.06964787168933,2006-08-30 11:00:00
Theft of Bicycle,2006,8,30,16,7,17XX HARO ST,West End,49.289783635253286,-123.13505039417413,2006-08-30 16:07:00
Theft of Bicycle,2006,8,30,18,0,5XX CARDERO ST,Central Business District,49.29132044458515,-123.12953624324068,2006-08-30 18:00:00
Theft of Bicycle,2006,8,30,20,0,18XX W 4TH AVE,Kitsilano,49.2679667518426,-123.14575888019276,2006-08-30 20:00:00
Theft of Bicycle,2006,8,31,13,0,14XX QUEBEC ST,Mount Pleasant,49.27232592488079,-123.10191708634835,2006-08-31 13:00:00
Theft of Bicycle,2006,8,31,14,2,BURRARD ST / W 4TH AVE,Fairview,49.26800589814092,-123.14564040013947,2006-08-31 14:02:00
Theft of Bicycle,2006,8,31,17,35,6XX W 10TH AVE,Fairview,49.262242188280354,-123.11769002518241,2006-08-31 17:35:00
Theft of Bicycle,2006,8,31,17,51,7XX W PENDER ST,Central Business District,49.28465368206436,-123.11493971855761,2006-08-31 17:51:00
Theft of Bicycle,2006,8,31,20,30,12XX JOHNSTON ST,Fairview,49.26963549850817,-123.13194810803306,2006-08-31 20:30:00
Theft of Bicycle,2006,9,1,1,0,32XX TUPPER ST,South Cambie,49.25664790444522,-123.11594284224385,2006-09-01 01:00:00
Theft of Bicycle,2006,9,1,11,30,29XX W 4TH AVE,Kitsilano,49.268474576480294,-123.1722311531927,2006-09-01 11:30:00
Theft of Bicycle,2006,9,1,16,0,9XX W 10TH AVE,Fairview,49.26246825753433,-123.12600081043009,2006-09-01 16:00:00
Theft of Bicycle,2006,9,1,18,15,19XX COMMERCIAL DR,Grandview-Woodland,49.267124667752725,-123.06962945547436,2006-09-01 18:15:00
Theft of Bicycle,2006,9,1,20,0,27XX W BROADWAY AVE,Kitsilano,49.26411319045322,-123.16770576699508,2006-09-01 20:00:00
Theft of Bicycle,2006,9,2,3,0,11XX MAPLE ST,Kitsilano,49.27577161247936,-123.15015178211236,2006-09-02 03:00:00
Theft of Bicycle,2006,9,2,23,0,1XX W 11TH AVE,Mount Pleasant,49.26118007669642,-123.10849159306034,2006-09-02 23:00:00
Theft of Bicycle,2006,9,3,8,45,FIR ST / W BROADWAY AVE,Fairview,49.26361439815509,-123.14102690012881,2006-09-03 08:45:00
Theft of Bicycle,2006,9,3,10,0,14XX ANDERSON ST,Fairview,49.27186596032327,-123.1350876669983,2006-09-03 10:00:00
Theft of Bicycle,2006,9,3,14,0,8XX LAGOON DR,West End,49.29341437550919,-123.13847725156793,2006-09-03 14:00:00
Theft of Bicycle,2006,9,3,19,0,14XX BARCLAY ST,West End,49.286623153004946,-123.13230696780911,2006-09-03 19:00:00
Theft of Bicycle,2006,9,3,20,0,20XX E PENDER ST,Grandview-Woodland,49.280280294679564,-123.06295318631831,2006-09-03 20:00:00
Theft of Bicycle,2006,9,4,13,28,ROBSON ST / SEYMOUR ST,Central Business District,49.28072239812214,-123.11879720007025,2006-09-04 13:28:00
Theft of Bicycle,2006,9,4,16,0,31XX W 5TH AVE,Kitsilano,49.2676085542742,-123.1743905707442,2006-09-04 16:00:00
Theft of Bicycle,2006,9,4,16,0,25XX CAMBIE ST,Mount Pleasant,49.263153521058676,-123.11472014254554,2006-09-04 16:00:00
Theft of Bicycle,2006,9,4,19,0,19XX CORNWALL AVE,Kitsilano,49.27243559913786,-123.14786694637537,2006-09-04 19:00:00
Theft of Bicycle,2006,9,4,22,10,17XX TRAFALGAR ST,Kitsilano,49.27055181131251,-123.16453292021586,2006-09-04 22:10:00
Theft of Bicycle,2006,9,4,23,0,DAVIE ST / RICHARDS ST,Central Business District,49.27589069814025,-123.12425730008661,2006-09-04 23:00:00
Theft of Bicycle,2006,9,5,0,0,34XX CEDAR CRES,Shaughnessy,49.254708069155,-123.14773289059924,2006-09-05 00:00:00
Theft of Bicycle,2006,9,5,8,30,CAMBIE ST / W 12TH AVE,Fairview,49.26039839819307,-123.11505650006455,2006-09-05 08:30:00
Theft of Bicycle,2006,9,5,14,0,GRANVILLE ST / ROBSON ST,Central Business District,49.28136839816143,-123.1198153000724,2006-09-05 14:00:00
Theft of Bicycle,2006,9,5,20,0,51XX JOYCE ST,Renfrew-Collingwood,49.237716958066315,-123.03228967832268,2006-09-05 20:00:00
Theft of Bicycle,2006,9,6,8,0,22XX W 7TH AVE,Kitsilano,49.26558457535014,-123.15579310132736,2006-09-06 08:00:00
Theft of Bicycle,2006,9,6,8,34,3XX E HASTINGS ST,Strathcona,49.2812628655963,-123.09698622416872,2006-09-06 08:34:00
Theft of Bicycle,2006,9,6,11,35,29XX W BROADWAY AVE,Kitsilano,49.26417298037869,-123.17152560571716,2006-09-06 11:35:00
Theft of Bicycle,2006,9,6,15,0,9XX CANADA PL,Central Business District,49.288109687219624,-123.11533295676224,2006-09-06 15:00:00
Theft of Bicycle,2006,9,6,16,0,15XX W BROADWAY AVE,Fairview,49.26355655538175,-123.13936565373639,2006-09-06 16:00:00
Theft of Bicycle,2006,9,6,16,30,13XX HORNBY ST,Central Business District,49.27701565857358,-123.13033611542478,2006-09-06 16:30:00
Theft of Bicycle,2006,9,6,18,0,10XX HOMER ST,Central Business District,49.27732372259419,-123.12021782999891,2006-09-06 18:00:00
Theft of Bicycle,2006,9,6,19,30,24XX FIR ST,Fairview,49.264486882662304,-123.1408269846112,2006-09-06 19:30:00
Theft of Bicycle,2006,9,6,22,0,7XX W 13TH AVE,Fairview,49.25950245731703,-123.12126565260918,2006-09-06 22:00:00
Theft of Bicycle,2006,9,6,22,0,15XX E 5TH AVE,Grandview-Woodland,49.26596888264817,-123.07240198960297,2006-09-06 22:00:00
Theft of Bicycle,2006,9,7,8,30,7XX W 13TH AVE,Fairview,49.25950245731703,-123.12126565260918,2006-09-07 08:30:00
Theft of Bicycle,2006,9,7,22,0,BIRCH ST / W 11TH AVE,Fairview,49.261623698191784,-123.13379330010449,2006-09-07 22:00:00
Theft of Bicycle,2006,9,8,8,30,25XX W 10TH AVE,Kitsilano,49.26299681896301,-123.16361502711125,2006-09-08 08:30:00
Theft of Bicycle,2006,9,8,12,20,GORE AVE / POWELL ST,Strathcona,49.28315709819388,-123.09771430003609,2006-09-08 12:20:00
Theft of Bicycle,2006,9,8,15,20,18XX GLEN DR,Strathcona,49.26895030872143,-123.08132839793379,2006-09-08 15:20:00
Theft of Bicycle,2006,9,8,16,30,1XX E 7TH AVE,Mount Pleasant,49.264577626812695,-123.10215534644479,2006-09-08 16:30:00
Theft of Bicycle,2006,9,8,19,0,23XX W 21ST AVE,Arbutus Ridge,49.253541605179834,-123.15895676472817,2006-09-08 19:00:00
Theft of Bicycle,2006,9,8,22,30,7XX ALEXANDER ST,Strathcona,49.28386319588163,-123.0892682188253,2006-09-08 22:30:00
Theft of Bicycle,2006,9,9,21,0,34XX W 22ND AVE,Dunbar-Southlands,49.25280865808897,-123.18083170650942,2006-09-09 21:00:00
Theft of Bicycle,2006,9,9,23,0,20XX BEACH AVE,West End,49.28997860667955,-123.14493828242414,2006-09-09 23:00:00
Theft of Bicycle,2006,9,9,23,30,11XX W HASTINGS ST,Central Business District,49.28834258596694,-123.12129925042396,2006-09-09 23:30:00
Theft of Bicycle,2006,9,9,23,30,31XX W 4TH AVE,Kitsilano,49.2684147130204,-123.17480165654543,2006-09-09 23:30:00
Theft of Bicycle,2006,9,10,2,0,CAMBIE ST / W BROADWAY AVE,Fairview,49.26320789816475,-123.11492570006253,2006-09-10 02:00:00
Theft of Bicycle,2006,9,10,8,0,X NK_LOC ST,,49.281842998167036,-123.09958228890112,2006-09-10 08:00:00
Theft of Bicycle,2006,9,10,18,0,28XX W 5TH AVE,Kitsilano,49.26752464297374,-123.17030897340825,2006-09-10 18:00:00
Theft of Bicycle,2006,9,11,1,0,E 5TH AVE / MAIN ST,Mount Pleasant,49.26642959816938,-123.10086440004113,2006-09-11 01:00:00
Theft of Bicycle,2006,9,11,8,50,28XX GRANDVIEW HWY,Renfrew-Collingwood,49.25815097363769,-123.04614181593698,2006-09-11 08:50:00
Theft of Bicycle,2006,9,11,15,30,10XX W 13TH AVE,Fairview,49.25959625494688,-123.12685699417715,2006-09-11 15:30:00
Theft of Bicycle,2006,9,11,17,55,5XX W HASTINGS ST,Central Business District,49.28441356117232,-123.11238089298,2006-09-11 17:55:00
Theft of Bicycle,2006,9,11,22,0,27XX POINT GREY RD,Kitsilano,49.27159972975674,-123.16792680073522,2006-09-11 22:00:00
Theft of Bicycle,2006,9,12,9,0,3XX TERMINAL AVE,Strathcona,49.27235269106667,-123.09793346299014,2006-09-12 09:00:00
Theft of Bicycle,2006,9,12,9,30,7XX GRANVILLE ST,Central Business District,49.2823930025797,-123.11817502579711,2006-09-12 09:30:00
Theft of Bicycle,2006,9,12,11,0,4XX W HASTINGS ST,Central Business District,49.28341528750233,-123.11103064830704,2006-09-12 11:00:00
Theft of Bicycle,2006,9,12,17,0,13XX JOHNSTON ST,Fairview,49.27037977797351,-123.13293147982654,2006-09-12 17:00:00
Theft of Bicycle,2006,9,12,18,15,CYPRESS ST / W BROADWAY AVE,Kitsilano,49.26374229816732,-123.14814190015146,2006-09-12 18:15:00
Theft of Bicycle,2006,9,12,19,0,32XX W 3RD AVE,Kitsilano,49.26941225167765,-123.17594821235319,2006-09-12 19:00:00
Theft of Bicycle,2006,9,12,20,0,23XX MAPLE ST,Kitsilano,49.2654879924046,-123.15041551450871,2006-09-12 20:00:00
Theft of Bicycle,2006,9,12,22,0,21XX VENABLES ST,Grandview-Woodland,49.276569790399435,-123.0608818768669,2006-09-12 22:00:00
Theft of Bicycle,2006,9,13,1,0,20XX MACDONALD ST,Kitsilano,49.268114757195285,-123.16822978155038,2006-09-13 01:00:00
Theft of Bicycle,2006,9,13,13,0,15XX DURANLEAU ST,Fairview,49.271054480294346,-123.13605372335486,2006-09-13 13:00:00
Theft of Bicycle,2006,9,13,14,30,5XX W HASTINGS ST,Central Business District,49.284186209588945,-123.11203305338493,2006-09-13 14:30:00
Theft of Bicycle,2006,9,13,16,7,26XX W BROADWAY AVE,Kitsilano,49.264000318913155,-123.16473181853377,2006-09-13 16:07:00
Theft of Bicycle,2006,9,13,19,0,33XX W 4TH AVE,Kitsilano,49.26854490647654,-123.17778960345782,2006-09-13 19:00:00
Theft of Bicycle,2006,9,14,10,41,7XX CASSIAR ST,Hastings-Sunrise,49.277910220583365,-123.03081313655495,2006-09-14 10:41:00
Theft of Bicycle,2006,9,15,3,0,11XX MAINLAND ST,Central Business District,49.27545431102112,-123.12079601006981,2006-09-15 03:00:00
Theft of Bicycle,2006,9,15,8,30,25XX W 10TH AVE,Kitsilano,49.26299681896301,-123.16361502711125,2006-09-15 08:30:00
Theft of Bicycle,2006,9,15,8,56,RICHARDS ST / W PENDER ST,Central Business District,49.28341649817458,-123.11286440006637,2006-09-15 08:56:00
Theft of Bicycle,2006,9,15,19,0,5XX W BROADWAY AVE,Fairview,49.263168906276405,-123.11505702917742,2006-09-15 19:00:00
Theft of Bicycle,2006,9,16,0,0,8XX W 13TH AVE,Fairview,49.259550953499705,-123.12400237843589,2006-09-16 00:00:00
Theft of Bicycle,2006,9,16,14,42,8XX AVISON WAY,Stanley Park,49.30082340323966,-123.13024638302257,2006-09-16 14:42:00
Theft of Bicycle,2006,9,16,16,0,9XX BURRARD ST,Central Business District,49.2821784583318,-123.12440607717238,2006-09-16 16:00:00
Theft of Bicycle,2006,9,16,16,0,7XX EXPO BLVD,Central Business District,49.27765377335705,-123.11269568922219,2006-09-16 16:00:00
Theft of Bicycle,2006,9,16,19,0,27XX W 10TH AVE,Kitsilano,49.26324452718239,-123.16698711977587,2006-09-16 19:00:00
Theft of Bicycle,2006,9,16,19,35,26XX W 4TH AVE,Kitsilano,49.26830178176725,-123.16566033292469,2006-09-16 19:35:00
Theft of Bicycle,2006,9,16,20,26,5XX GRANVILLE ST,Central Business District,49.28457222673418,-123.11487864673633,2006-09-16 20:26:00
Theft of Bicycle,2006,9,16,21,0,37XX COMMERCIAL ST,Kensington-Cedar Cottage,49.25131699923067,-123.06802939963569,2006-09-16 21:00:00
Theft of Bicycle,2006,9,17,1,0,42XX W 11TH AVE,West Point Grey,49.26275650042537,-123.20150515262894,2006-09-17 01:00:00
Theft of Bicycle,2006,9,17,16,0,3XX W GEORGIA ST,Central Business District,49.28023389126564,-123.11478463074529,2006-09-17 16:00:00
Theft of Bicycle,2006,9,18,4,0,11XX E PENDER ST,Strathcona,49.28000643742696,-123.08101892975479,2006-09-18 04:00:00
Theft of Bicycle,2006,9,18,13,0,14XX E 10TH AVE,Kensington-Cedar Cottage,49.26144447981863,-123.07534478874078,2006-09-18 13:00:00
Theft of Bicycle,2006,9,18,15,0,18XX W 11TH AVE,Kitsilano,49.26179464280287,-123.14634328847418,2006-09-18 15:00:00
Theft of Bicycle,2006,9,18,15,34,25XX E KENT N AVE,Killarney,49.20592999758229,-123.05490292864815,2006-09-18 15:34:00
Theft of Bicycle,2006,9,19,9,0,18XX NELSON ST,West End,49.2900646210781,-123.13978405255057,2006-09-19 09:00:00
Theft of Bicycle,2006,9,19,12,30,7XX W 12TH AVE,Fairview,49.26054392616452,-123.12029509176539,2006-09-19 12:30:00
Theft of Bicycle,2006,9,19,20,0,CAMBIE ST / W 12TH AVE,Fairview,49.26039839819307,-123.11505650006455,2006-09-19 20:00:00
Theft of Bicycle,2006,9,19,20,0,19XX BARCLAY ST,West End,49.291295126610386,-123.13954557582359,2006-09-19 20:00:00
Theft of Bicycle,2006,9,19,22,0,5XX DAVIE ST,Central Business District,49.27589220685338,-123.12434840475863,2006-09-19 22:00:00
Theft of Bicycle,2006,9,19,22,26,50XX JOYCE ST,Renfrew-Collingwood,49.238273135338616,-123.0318920724948,2006-09-19 22:26:00
Theft of Bicycle,2006,9,20,8,0,11XX MELVILLE ST,Central Business District,49.287347591002465,-123.12347773148652,2006-09-20 08:00:00
Theft of Bicycle,2006,9,20,12,0,7XX CAMBIE ST,Central Business District,49.27872628098315,-123.1140908579008,2006-09-20 12:00:00
Theft of Bicycle,2006,9,20,13,0,BIRCH ST / W BROADWAY AVE,Fairview,49.263519598209406,-123.13372020010547,2006-09-20 13:00:00
Theft of Bicycle,2006,9,20,14,30,2X W HASTINGS ST,Central Business District,49.28166653951659,-123.10513797281737,2006-09-20 14:30:00
Theft of Bicycle,2006,9,20,19,0,66XX MARGUERITE ST,Kerrisdale,49.22505493774933,-123.14500586564345,2006-09-20 19:00:00
Theft of Bicycle,2006,9,20,21,38,25XX W 8TH AVE,Kitsilano,49.264949535190844,-123.16361259915135,2006-09-20 21:38:00
Theft of Bicycle,2006,9,21,9,9,9XX E 58TH AVE,Sunset,49.21736467041749,-123.08590487456712,2006-09-21 09:09:00
Theft of Bicycle,2006,9,21,12,30,9XX TERMINAL AVE,Strathcona,49.269802044003285,-123.08376332685779,2006-09-21 12:30:00
Theft of Bicycle,2006,9,22,10,50,6XX W 41ST AVE,Oakridge,49.2335240787026,-123.1185036731506,2006-09-22 10:50:00
Theft of Bicycle,2006,9,22,14,0,1XX WATER ST,Central Business District,49.28387347592351,-123.10655019854102,2006-09-22 14:00:00
Theft of Bicycle,2006,9,22,17,0,14XX ANDERSON ST,Fairview,49.27186596032327,-123.1350876669983,2006-09-22 17:00:00
Theft of Bicycle,2006,9,22,17,30,5XX W 12TH AVE,Fairview,49.26046282887714,-123.11645955478096,2006-09-22 17:30:00
Theft of Bicycle,2006,9,23,0,0,35XX W 16TH AVE,Kitsilano,49.258007228999986,-123.18223740036903,2006-09-23 00:00:00
Theft of Bicycle,2006,9,23,2,0,14XX ANDERSON ST,Fairview,49.27186596032327,-123.1350876669983,2006-09-23 02:00:00
Theft of Bicycle,2006,9,23,15,50,29XX W 8TH AVE,Kitsilano,49.264971505672264,-123.17037419159672,2006-09-23 15:50:00
Theft of Bicycle,2006,9,23,19,0,18XX W 4TH AVE,Kitsilano,49.2679667518426,-123.14575888019276,2006-09-23 19:00:00
Theft of Bicycle,2006,9,24,9,0,16XX HORNBY ST,Central Business District,49.27502217662894,-123.13318297877919,2006-09-24 09:00:00
Theft of Bicycle,2006,9,24,12,20,14XX W 8TH AVE,Fairview,49.26452288236208,-123.13719134790462,2006-09-24 12:20:00
Theft of Bicycle,2006,9,24,13,0,BEATTY ST / ROBSON ST,Central Business District,49.277588498195485,-123.11396380006295,2006-09-24 13:00:00
Theft of Bicycle,2006,9,25,0,0,HEMLOCK ST / W 13TH AVE,Fairview,49.25978469820333,-123.13624490011549,2006-09-25 00:00:00
Theft of Bicycle,2006,9,25,9,5,6XX W 10TH AVE,Fairview,49.262242188280354,-123.11769002518241,2006-09-25 09:05:00
Theft of Bicycle,2006,9,25,19,0,DUNSMUIR ST / SEYMOUR ST,Central Business District,49.28298429813097,-123.11539670006326,2006-09-25 19:00:00
Theft of Bicycle,2006,9,26,9,0,25XX W 10TH AVE,Kitsilano,49.26299681896301,-123.16361502711125,2006-09-26 09:00:00
Theft of Bicycle,2006,9,26,9,44,38XX W 2ND AVE,West Point Grey,49.27050077290637,-123.18940073047986,2006-09-26 09:44:00
Theft of Bicycle,2006,9,26,18,5,24XX BAYSWATER ST,Kitsilano,49.26437123707124,-123.17129504716766,2006-09-26 18:05:00
Theft of Bicycle,2006,9,26,18,30,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2006-09-26 18:30:00
Theft of Bicycle,2006,9,26,21,0,7XX MILLBANK ST,Fairview,49.26758227275721,-123.12022209673282,2006-09-26 21:00:00
Theft of Bicycle,2006,9,26,21,0,YEW ST / YORK AVE,Kitsilano,49.27168869817527,-123.15501110017335,2006-09-26 21:00:00
Theft of Bicycle,2006,9,26,22,30,12XX FOUNTAIN WAY,Fairview,49.26730475993009,-123.13362650753184,2006-09-26 22:30:00
Theft of Bicycle,2006,9,27,15,0,1XX W GEORGIA ST,Central Business District,49.27915925571799,-123.11309954827078,2006-09-27 15:00:00
Theft of Bicycle,2006,9,27,17,0,8XX LAGOON DR,West End,49.29341437550919,-123.13847725156793,2006-09-27 17:00:00
Theft of Bicycle,2006,9,28,2,40,12XX JERVIS ST,West End,49.282753794799525,-123.13509531427916,2006-09-28 02:40:00
Theft of Bicycle,2006,9,28,7,29,7XX W 14TH AVE,Fairview,49.25865879328756,-123.12073437951553,2006-09-28 07:29:00
Theft of Bicycle,2006,9,28,11,25,30XX W 4TH AVE,Kitsilano,49.2684792853979,-123.17272971720756,2006-09-28 11:25:00
Theft of Bicycle,2006,9,28,16,22,2XX ABBOTT ST,Central Business District,49.28385731429368,-123.10636253793562,2006-09-28 16:22:00
Theft of Bicycle,2006,9,28,16,30,21XX W 4TH AVE,Kitsilano,49.26807755398174,-123.15289342641448,2006-09-28 16:30:00
Theft of Bicycle,2006,9,28,18,0,BURRARD ST / NELSON ST,West End,49.281194698174964,-123.12603790009507,2006-09-28 18:00:00
Theft of Bicycle,2006,9,29,18,0,19XX W 1ST AVE,Kitsilano,49.270665001358694,-123.14799988293561,2006-09-29 18:00:00
Theft of Bicycle,2006,9,29,21,30,ALBERNI ST / DENMAN ST,West End,49.292192898188496,-123.13439840010693,2006-09-29 21:30:00
Theft of Bicycle,2006,9,29,22,30,21XX CAMBIE ST,Mount Pleasant,49.266473587505466,-123.11455823984656,2006-09-29 22:30:00
Theft of Bicycle,2006,9,30,10,0,COMMERCIAL DR / GRANT ST,Grandview-Woodland,49.271372298137,-123.06962580001091,2006-09-30 10:00:00
Theft of Bicycle,2006,9,30,13,0,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2006-09-30 13:00:00
Theft of Bicycle,2006,9,30,15,30,BOUNDARY RD / E 4TH AVE,Hastings-Sunrise,49.26662909820879,-123.02368459999879,2006-09-30 15:30:00
Theft of Bicycle,2006,9,30,22,0,38XX ANTWERP LANE,West Point Grey,49.265798996430114,-123.19030590361223,2006-09-30 22:00:00
Theft of Bicycle,2006,10,1,0,0,16XX NELSON ST,West End,49.287891361343775,-123.13629530517576,2006-10-01 00:00:00
Theft of Bicycle,2006,10,1,0,0,13XX W 13TH AVE,Fairview,49.25971734447271,-123.13455787387802,2006-10-01 00:00:00
Theft of Bicycle,2006,10,1,1,0,11XX SEYMOUR ST,Central Business District,49.27658248669585,-123.1251552540299,2006-10-01 01:00:00
Theft of Bicycle,2006,10,1,7,0,25XX E BROADWAY AVE,Renfrew-Collingwood,49.26197206658102,-123.0539915795605,2006-10-01 07:00:00
Theft of Bicycle,2006,10,1,20,0,5XX NICOLA ST,Central Business District,49.29080559396525,-123.12798812914932,2006-10-01 20:00:00
Theft of Bicycle,2006,10,2,1,0,13XX HOMER ST,Central Business District,49.27323179972338,-123.12577577567751,2006-10-02 01:00:00
Theft of Bicycle,2006,10,2,9,0,11XX W 10TH AVE,Fairview,49.26253633376973,-123.12967947305047,2006-10-02 09:00:00
Theft of Bicycle,2006,10,2,10,0,3XX E 8TH AVE,Mount Pleasant,49.26361832359902,-123.09884521312766,2006-10-02 10:00:00
Theft of Bicycle,2006,10,2,11,26,3XX ROBSON ST,Central Business District,49.278843642024455,-123.1160444983661,2006-10-02 11:26:00
Theft of Bicycle,2006,10,2,13,40,20XX MANITOBA ST,Mount Pleasant,49.267203719528176,-123.10661553623056,2006-10-02 13:40:00
Theft of Bicycle,2006,10,2,14,0,BAYSWATER ST / W BROADWAY AVE,Kitsilano,49.26412689818662,-123.17124150022553,2006-10-02 14:00:00
Theft of Bicycle,2006,10,2,16,50,15XX E BROADWAY AVE,Grandview-Woodland,49.26239122722849,-123.07254238911932,2006-10-02 16:50:00
Theft of Bicycle,2006,10,2,17,0,5XX HORNBY ST,Central Business District,49.28583557490398,-123.11689227693643,2006-10-02 17:00:00
Theft of Bicycle,2006,10,3,13,0,14XX QUEBEC ST,Mount Pleasant,49.27278512087492,-123.1015659743877,2006-10-03 13:00:00
Theft of Bicycle,2006,10,3,14,30,21XX W BROADWAY AVE,Kitsilano,49.263782076905976,-123.15305803947594,2006-10-03 14:30:00
Theft of Bicycle,2006,10,4,7,0,12XX W 73RD AVE,Marpole,49.20423384267286,-123.13353539724356,2006-10-04 07:00:00
Theft of Bicycle,2006,10,4,9,15,88XX OSLER ST,Marpole,49.2053916643889,-123.13167273556779,2006-10-04 09:15:00
Theft of Bicycle,2006,10,4,10,30,26XX LARCH ST,Kitsilano,49.262176480176706,-123.16244096999604,2006-10-04 10:30:00
Theft of Bicycle,2006,10,4,18,0,1XX MILROSS AVE,Central Business District,49.2760304681881,-123.10158100496675,2006-10-04 18:00:00
Theft of Bicycle,2006,10,4,19,30,11XX BARCLAY ST,West End,49.28376134127489,-123.12767448859952,2006-10-04 19:30:00
Theft of Bicycle,2006,10,4,22,10,1XX COLUMBIA ST,Central Business District,49.28374295895714,-123.10210106361971,2006-10-04 22:10:00
Theft of Bicycle,2006,10,5,8,45,BURRARD ST / W CORDOVA ST,Central Business District,49.28766409817317,-123.1161942000681,2006-10-05 08:45:00
Theft of Bicycle,2006,10,5,9,0,11XX ODLUM DR,Grandview-Woodland,49.27478857613788,-123.07583490279293,2006-10-05 09:00:00
Theft of Bicycle,2006,10,5,17,3,HOMER ST / W GEORGIA ST,Central Business District,49.28057609818214,-123.11520570006316,2006-10-05 17:03:00
Theft of Bicycle,2006,10,5,19,0,6XX W BROADWAY AVE,Fairview,49.26321141002034,-123.11764139100487,2006-10-05 19:00:00
Theft of Bicycle,2006,10,5,22,30,37XX SLOCAN ST,Renfrew-Collingwood,49.25121895323574,-123.04967368821859,2006-10-05 22:30:00
Theft of Bicycle,2006,10,6,15,0,2XX KEEFER ST,Strathcona,49.27943904476361,-123.09961201612221,2006-10-06 15:00:00
Theft of Bicycle,2006,10,7,11,0,17XX E 7TH AVE,Grandview-Woodland,49.26420460050811,-123.06860796220076,2006-10-07 11:00:00
Theft of Bicycle,2006,10,7,12,0,E 24TH AVE / MAIN ST,Riley Park,49.24935979816147,-123.10105050004209,2006-10-07 12:00:00
Theft of Bicycle,2006,10,7,13,0,10XX E BROADWAY AVE,Mount Pleasant,49.262466931734174,-123.08148588415473,2006-10-07 13:00:00
Theft of Bicycle,2006,10,7,19,0,5XX JERVIS ST,Central Business District,49.289247037099706,-123.12530613246943,2006-10-07 19:00:00
Theft of Bicycle,2006,10,7,19,30,13XX E 64TH AVE,Sunset,49.21201226524033,-123.0795409669835,2006-10-07 19:30:00
Theft of Bicycle,2006,10,8,11,16,33XX VICTORIA DR,Kensington-Cedar Cottage,49.25482311704125,-123.06618979185384,2006-10-08 11:16:00
Theft of Bicycle,2006,10,8,18,0,7XX GRANVILLE ST,Central Business District,49.2823930025797,-123.11817502579711,2006-10-08 18:00:00
Theft of Bicycle,2006,10,9,1,0,BRUNSWICK ST / E 8TH AVE,Mount Pleasant,49.26362589812612,-123.09699240003738,2006-10-09 01:00:00
Theft of Bicycle,2006,10,9,10,0,12XX MARINASIDE CRES,Central Business District,49.27291192152394,-123.11982701111532,2006-10-09 10:00:00
Theft of Bicycle,2006,10,9,12,0,20XX W 3RD AVE,Kitsilano,49.2690501625894,-123.15169830955813,2006-10-09 12:00:00
Theft of Bicycle,2006,10,9,12,0,5XX W PENDER ST,Central Business District,49.28341691383244,-123.11295609835945,2006-10-09 12:00:00
Theft of Bicycle,2006,10,9,16,30,14XX ANDERSON ST,Fairview,49.27186596032327,-123.1350876669983,2006-10-09 16:30:00
Theft of Bicycle,2006,10,10,17,0,11XX COMMERCIAL DR,Grandview-Woodland,49.27481809190193,-123.06948322827243,2006-10-10 17:00:00
Theft of Bicycle,2006,10,11,3,0,13XX BUTE ST,West End,49.280562767988215,-123.13513174738954,2006-10-11 03:00:00
Theft of Bicycle,2006,10,11,8,0,19XX HARO ST,West End,49.29222795894797,-123.13867029446111,2006-10-11 08:00:00
Theft of Bicycle,2006,10,11,9,41,20XX TRIMBLE ST,West Point Grey,49.26886334848617,-123.20584126659598,2006-10-11 09:41:00
Theft of Bicycle,2006,10,11,12,30,2XX W BROADWAY AVE,Mount Pleasant,49.26309202617092,-123.11023352081331,2006-10-11 12:30:00
Theft of Bicycle,2006,10,11,13,0,5XX W HASTINGS ST,Central Business District,49.28441356117232,-123.11238089298,2006-10-11 13:00:00
Theft of Bicycle,2006,10,11,13,30,4XX STANLEY PARK DR,Stanley Park,49.29693869556077,-123.1345499023279,2006-10-11 13:30:00
Theft of Bicycle,2006,10,11,14,0,BUTE ST / HARO ST,West End,49.285320998144506,-123.1280431000977,2006-10-11 14:00:00
Theft of Bicycle,2006,10,11,21,0,25XX FIR ST,Fairview,49.26356642484002,-123.14096607406233,2006-10-11 21:00:00
Theft of Bicycle,2006,10,11,22,0,31XX GRAVELEY ST,Hastings-Sunrise,49.270436053996264,-123.03871743652203,2006-10-11 22:00:00
Theft of Bicycle,2006,10,12,0,0,37XX W 30TH AVE,Dunbar-Southlands,49.24518941024965,-123.18676791308403,2006-10-12 00:00:00
Theft of Bicycle,2006,10,12,11,55,16XX COMMERCIAL DR,Grandview-Woodland,49.270452793745186,-123.06958786683907,2006-10-12 11:55:00
Theft of Bicycle,2006,10,12,15,0,10XX BARCLAY ST,West End,49.2826553585394,-123.12619669648788,2006-10-12 15:00:00
Theft of Bicycle,2006,10,12,17,5,18XX E HASTINGS ST,Grandview-Woodland,49.281192753494516,-123.06765652034063,2006-10-12 17:05:00
Theft of Bicycle,2006,10,12,23,22,E 40TH AVE / MAIN ST,Riley Park,49.234532898134425,-123.10158240005033,2006-10-12 23:22:00
